Step,Training loss,Reward,Reward std,Completion length,Kullback-Leibler divergence 
449,0.0027,1.411667,1.270425,288.5,0.068673
450,0.003,1.947167,1.238655,190.166672,0.075167
451,0.0027,0.2705,1.411727,443.833344,0.068101
452,0.0031,0.805333,0.964411,217.5,0.077784
453,0.0025,0.273167,0.23371,405,0.061337
454,0.0055,2.2935,1.06368,166.5,0.138567
455,0.0042,0.875667,1.654896,246.166672,0.103904
456,0.0025,0.4175,0.375049,316.5,0.06301
457,0.0029,0.437333,0.279762,296.333344,0.072932
458,0.0037,1.970833,1.023957,149.833344,0.092006
459,0.0026,0.608833,1.06416,320.833344,0.064815
460,0.0021,0.357167,0.27128,291,0.053181
461,0.0029,2.6465,0.072241,154.166672,0.071449
462,0.0031,0.572667,0.996285,402,0.07676
463,0.0051,0.292833,0.288365,268.166687,0.127222
464,0.0035,1.653667,1.110578,140,0.088127
465,0.0025,1.974167,1.017743,149,0.062398
466,0.0044,0.977167,1.195984,247.166672,0.109767
467,0.0038,2.7685,0.036523,110,0.094365
468,0.0041,0.845167,0.882745,140,0.10183
469,0.0022,0.282667,0.410338,223.333344,0.054127
470,0.0019,0.565167,0.897573,333.5,0.046713
471,0.0039,1.209333,1.238739,193.166672,0.097919
472,0.0023,0.708333,0.983289,275,0.058109
473,0.0034,1.248333,1.141227,194.166672,0.085033
474,0.0029,0.3015,0.198232,367.166687,0.073597
475,0.0052,1.649333,1.189119,151.5,0.130455
476,0.0034,1.599333,1.242945,152.666672,0.085984
477,0.0029,1.637333,1.209371,157,0.071403
478,0.0039,2.369667,0.771655,117.5,0.096564
479,0.0029,1.833833,1.375612,257,0.072097
480,0.0039,0.973667,1.233567,176.333344,0.097809
481,0.003,2.636167,0.075176,128.666672,0.075748
482,0.0034,0.502333,1.077248,241.333344,0.085709
483,0.0054,2.038833,1.015055,117.5,0.135007
484,0.0077,0.3685,0.403718,254,0.191533
485,0.0031,2.019833,1.046786,153.333344,0.076776
486,0.0024,0.537167,0.215672,196.333344,0.058821
487,0.0029,1.631,1.120794,161,0.072819
488,0.0029,0.564,0.280139,233.166672,0.073487
489,0.0034,1.457,1.316112,216.333344,0.084459
490,0.0042,2.745667,0.037103,108,0.106055
491,0.0033,1.764333,1.422977,230.333344,0.081438
492,0.0031,1.640667,1.157525,167,0.078526
493,0.0059,2.464667,0.887623,79.5,0.147727
494,0.0039,0.761333,0.062717,113.666672,0.097338
495,0.0032,2.356,0.903546,130.5,0.079362
496,0.0025,1.903167,1.201014,217.666672,0.063457
497,0.0025,1.509833,1.966412,218.166672,0.062313
498,0.0026,0.6135,0.052034,169.666672,0.065605
499,0.0033,1.463833,1.28375,279.166687,0.082033
500,0.0025,1.233167,1.166384,217.833344,0.063664
501,0.0054,2.422,0.787202,101.166672,0.135691
502,0.0048,1.159167,1.130359,244.5,0.11998
503,0.0029,0.721833,2.547496,299.833344,0.072742
504,0.0021,0.9235,0.843229,184.166672,0.053691
505,0.0035,1.886833,1.217016,221.166672,0.088634
506,0.0026,0.399833,0.27455,274.333344,0.064562
507,0.0034,1.184333,1.205154,252.5,0.084168
508,0.004,2.244,0.942734,160.333344,0.101248
509,0.0034,1.6975,1.114938,140.5,0.085599
510,0.0091,1.844167,1.168266,175.5,0.227714
511,0.0025,1.1385,1.041303,262.833344,0.062611
512,0.0052,2.802834,0.040112,87.5,0.130832
513,0.0035,0.592,0.111238,185.666672,0.08633
514,0.0038,0.834,0.928864,245.833344,0.095888
515,0.0027,1.591667,1.084555,179,0.068433
516,0.0043,0.815333,0.951155,271.333344,0.107076
517,0.0028,0.916833,0.804161,197,0.069466
518,0.0047,1.081,1.293274,206.166672,0.116757
519,0.0034,2.716167,0.049801,117.5,0.085155
520,0.0024,0.520333,0.99048,327.833344,0.05935
521,0.0029,0.642,0.944197,253.833344,0.072411
522,0.0031,1.548833,1.198739,210.833344,0.076544
523,0.0028,0.552,0.909956,386.333344,0.07105
524,0.0042,1.584333,1.189892,225,0.104754
525,0.0024,1.822833,1.098646,218.5,0.059285
526,0.0029,0.325,0.287241,263.5,0.07333
527,0.0035,2.427167,0.837864,102.5,0.086428
528,0.003,1.035333,0.796461,136,0.074206
529,0.0072,2.744,0.126252,92.5,0.180307
530,0.0044,1.298333,1.161417,126.666672,0.110314
531,0.0069,2.226,1.029926,201.666672,0.172005
532,0.0028,2.619,0.0822,166.166672,0.06894
533,0.003,2.2965,1.065497,193.333344,0.075864
534,0.0178,0.57,0.638391,427,0.443759
535,0.0053,0.714,1.057258,98.666672,0.131679
536,0.0038,1.597667,1.215528,192.5,0.095177
537,0.0039,1.621667,1.216509,190.333344,0.0984
538,0.0039,2.698833,0.052784,124.166672,0.097601
539,0.0031,0.730333,0.046059,119.833336,0.078409
540,0.0029,0.835167,0.966313,263,0.072734
541,0.0053,2.398167,0.78181,120.833336,0.131977
542,0.0087,2.030833,1.056337,129.666672,0.218006
543,0.0039,0.332833,0.2832,350.166687,0.097031
544,0.004,0.893167,1.007836,235.5,0.101107
545,0.0069,0.807667,0.907891,199.833344,0.171993
546,0.0025,2.0405,1.024702,135.333344,0.062849
547,0.0029,0.074833,0.336462,361.833344,0.073652
548,0.0046,1.947167,1.266913,115,0.115209
549,0.0044,1.906167,1.284714,120.833336,0.111147
550,0.0029,0.763,0.936526,296.666687,0.071483
551,0.0036,0.989167,1.017237,263.833344,0.090473
552,0.0039,2.067,1.103815,111,0.098503
553,0.0032,0.706667,0.98812,348.666687,0.080209
554,0.0136,2.760667,0.064782,78.5,0.341252
555,0.0026,1.825333,1.249574,171.166672,0.065566
556,0.0035,2.078,1.001427,109.833336,0.087319
557,0.0077,2.340667,0.911216,87.333336,0.192016
558,0.0035,2.7905,0.048538,101.666672,0.086484
559,0.0034,1.0605,1.289993,328.833344,0.08622
560,0.0041,1.164667,1.04671,223.166672,0.103118
561,0.0052,2.117667,1.046355,91.833336,0.129221
562,0.0044,0.356667,0.183793,327,0.110323
563,0.0028,2.652333,0.075624,151.833344,0.07106
564,0.0021,0.345667,0.236369,329.666687,0.05182
565,0.0043,0.708,0.071069,137.833344,0.107143
566,0.0033,1.944,1.224053,170.166672,0.083115
567,0.0031,0.483833,0.204476,251.5,0.076713
568,0.0058,0.526,0.334804,193.166672,0.146084
569,0.0029,1.834333,1.326728,259.666687,0.07201
570,0.0037,2.3295,0.807383,157.166672,0.093726
571,0.003,1.003833,1.166263,353.333344,0.075746
572,0.0034,-0.386167,1.885676,348.666687,0.085686
573,0.003,2.261,0.949983,169.5,0.074112
574,0.0026,2.6355,0.042931,161,0.064143
575,0.0059,2.313,1.133997,170.833344,0.147002
576,0.0038,1.2685,1.148626,202.833344,0.096021
577,0.0039,0.665333,0.062564,147.833344,0.097093
578,0.0037,2.822834,0.029769,84,0.091597
579,0.0044,2.699167,0.102431,126.166672,0.110189
580,0.0048,0.707833,0.975354,342.333344,0.119761
581,0.003,0.122167,0.212701,424.833344,0.073996
582,0.0066,0.571,0.271163,198.166672,0.163987
583,0.0039,1.928,1.260213,139,0.098119
584,0.0035,2.313667,0.989294,131,0.087572
585,0.0029,0.7155,0.953629,229.833344,0.073455
586,0.0038,2.445833,0.823344,95.833336,0.095878
587,0.0071,2.770167,0.058492,102.166672,0.176296
588,0.0078,1.2205,1.072446,173.333344,0.195198
589,0.0038,0.270333,0.250072,293.333344,0.094882
590,0.0038,0.619,0.967922,407.833344,0.095778
591,0.0041,1.273667,1.158059,192.666672,0.102277
592,0.0055,1.146667,1.1727,165.5,0.138218
593,0.0062,2.028167,1.19565,156.5,0.154338
594,0.0064,0.1625,0.347432,359.5,0.161044
595,0.0034,1.646,1.056003,171.833344,0.084611
596,0.0031,2.314,1.02658,126,0.077633
597,0.0058,1.740833,1.059142,101.166672,0.144811
598,0.0031,0.5855,0.238295,211.166672,0.078744
599,0.0046,0.724167,1.000341,294.5,0.115759
600,0.0042,1.282,1.132664,185.666672,0.106072
601,0.004,2.751167,0.073928,112.666672,0.100465
602,0.0051,1.39,1.024016,110.5,0.126751
603,0.0043,2.8265,0.029804,78.666672,0.108661
604,0.0049,2.057333,1.070074,106.5,0.122314
605,0.0051,1.532833,1.369948,242.166672,0.127888
606,0.0054,1.486333,1.0675,82.666672,0.134409
607,0.0043,0.842833,0.950958,197,0.108046
608,0.0019,0.819333,0.868105,191.166672,0.046597
609,0.0063,1.022,1.290496,344,0.157147
610,0.0034,1.791667,1.292892,286.333344,0.084484
611,0.0041,0.851833,0.995175,252.666672,0.103166
612,0.0042,0.572,0.238908,220.666672,0.106105
613,0.0053,1.847833,1.384054,246.333344,0.131704
614,0.0067,2.760167,0.080029,93,0.168028
615,0.0032,2.0385,1.024114,134.833344,0.08108
616,0.0069,0.675833,0.248544,110.333336,0.17271
617,0.021,1.856667,1.341132,175.333344,0.524651
618,0.0056,0.547667,0.215388,216.333344,0.139935
619,0.0064,0.980833,0.932532,113.666672,0.159858
620,0.0047,2.329834,1.080702,168.5,0.118621
621,0.0086,0.581833,0.270839,218.166672,0.214553
622,0.0075,0.8195,1.013699,174.166672,0.18805
623,0.0049,1.425667,1.471479,310.833344,0.121957
624,0.005,0.6625,0.930736,347.833344,0.124329
625,0.0054,2.348333,1.090501,172.166672,0.134259
626,0.0058,1.312833,1.149584,180.5,0.144116
627,0.0069,0.556667,0.094678,184.5,0.171665
628,0.0055,1.927333,1.223525,136.333344,0.137342
629,0.0045,2.342,1.086767,170.5,0.113155
630,0.0045,1.827,1.319931,267,0.113067
631,0.0041,2.7195,0.039017,124.5,0.103455
632,0.0057,0.6235,0.249971,185.666672,0.143536
633,0.0039,2.802167,0.047948,93.333336,0.096761
634,0.0047,0.553333,1.028759,389.333344,0.11791
635,0.0048,2.392,0.790241,121,0.120428
636,0.0089,2.779667,0.039144,87.833336,0.22135
637,0.0052,0.297833,0.261589,337.5,0.129686
638,0.0073,0.248167,0.301695,436.833344,0.183651
639,0.0053,1.816833,1.115293,82.333336,0.131817
640,0.0062,0.192,0.146738,411.333344,0.154325
641,0.0042,1.922833,1.199132,211,0.104934
642,0.0064,2.397667,0.828364,115,0.158902
643,0.0044,2.053833,1.035241,127,0.109106
644,0.0038,0.783333,1.031048,313,0.095984
645,0.0068,2.381333,0.743,131.833344,0.169161
646,0.0076,1.946167,1.18538,189.5,0.190899
647,0.0061,2.2565,1.045755,195.666672,0.153402
648,0.0079,1.583833,1.374017,226.666672,0.197822
649,0.0044,1.962667,1.212489,186.833344,0.108861
650,0.0212,2.3425,0.887185,116.833336,0.529662
651,0.0047,0.637667,0.255867,186.333344,0.117784
652,0.0062,1.0475,1.26733,324.5,0.155581
653,0.0113,2.739667,0.065841,101.5,0.282652
654,0.0049,2.74,0.084725,111.833336,0.121526
655,0.0093,0.409,0.315794,315.5,0.232091
656,0.0042,0.4995,0.293007,270.333344,0.105155
657,0.0061,1.587833,1.353131,227.166672,0.152176
658,0.0076,1.0385,1.415431,361.833344,0.188986
659,0.0085,1.573833,1.327189,174.666672,0.213678
660,0.0066,0.244833,0.199966,415,0.163865
661,0.0069,0.4635,0.372075,304.333344,0.173639
662,0.0047,1.625333,1.261256,195,0.116471
663,0.0056,1.076333,0.772027,118.666672,0.138765
664,0.0076,1.2185,1.21043,243.5,0.190796
665,0.0072,2.486667,0.814609,86.333336,0.17884
666,0.0076,1.590667,1.281052,116.333336,0.190764
667,0.0065,2.257667,1.045375,207.333344,0.163384
668,0.007,0.453833,1.317404,312.166687,0.175774
669,0.005,2.190167,1.022506,240.5,0.124676
670,0.0067,2.099,1.023376,101,0.166251
671,0.0098,2.475,0.787213,88.5,0.245593
672,0.005,1.967167,1.177545,184.5,0.124128
673,0.0049,1.1195,1.160099,286.833344,0.122229
674,0.0064,1.0895,2.145298,241.833344,0.159061
675,0.0142,0.659,0.267817,173.333344,0.35532
676,0.0077,2.809667,0.036126,85.333336,0.192175
677,0.0066,2.077833,0.932296,104.5,0.166082
678,0.0112,1.571667,1.214259,207.166672,0.279283
679,0.008,0.276833,0.341092,356,0.201107
680,0.013,1.108833,0.886718,64.666672,0.324459
681,0.0069,0.470167,0.329284,255.333344,0.172538
682,0.0055,0.274333,1.173763,411,0.138641
683,0.0076,0.736,0.302689,136.833344,0.189819
684,0.0084,-0.384333,1.627148,437,0.20957
685,0.0061,0.456833,0.363646,302.666687,0.152406
686,0.0058,2.1275,1.007643,84.166672,0.144006
687,0.0061,2.691,0.16502,121.5,0.15314
688,0.0111,2.806,0.070629,78.5,0.276496
689,0.0073,1.246333,1.22828,195.833344,0.182907
690,0.0055,2.766,0.077222,111.333336,0.136621
691,0.0077,1.018,0.906552,151,0.191518
692,0.007,0.704833,0.284723,155.5,0.173862
693,0.0078,1.258667,1.161609,203.666672,0.195931
694,0.006,0.920167,2.393995,205.833344,0.150166
695,0.0038,1.594833,1.210636,202.166672,0.094769
696,0.0067,1.557,1.365199,247.833344,0.166806
697,0.0041,2.382334,0.775408,129.166672,0.103195
698,0.0051,2.081334,1.067581,94.166672,0.128192
699,0.0063,2.768,0.03377,103.5,0.158558
700,0.0094,0.500167,0.344329,258.833344,0.236008
701,0.0079,0.192,0.197806,395.833344,0.198357
702,0.0047,2.312167,1.073175,180.833344,0.117818
703,0.0056,1.342167,1.158652,170.833344,0.140521
704,0.0051,2.106167,1.043642,107.5,0.127626
705,0.0113,2.792833,0.034324,94.666672,0.28173
706,0.0062,1.955833,2.030044,173,0.154516
707,0.0048,0.271333,0.327918,279.5,0.120522
708,0.0055,0.7015,1.037124,299,0.136961
709,0.0053,2.277167,1.116374,184.333344,0.132013
710,0.0052,0.648167,1.013633,391.833344,0.129253
711,0.0072,0.9545,0.890997,192.5,0.180713
712,0.0068,0.330833,0.319165,379.333344,0.168886
713,0.0056,1.169833,0.808255,72.333336,0.139256
714,0.0044,0.6165,0.244401,198,0.108772
715,0.0049,0.118,0.078095,385.833344,0.122689
716,0.0057,-0.377333,1.850486,410.666687,0.142035
717,0.0062,1.4815,1.065287,79.5,0.15486
718,0.0044,1.953,1.211637,136.166672,0.11041
719,0.006,0.506167,0.296306,271,0.150468
720,0.0038,0.554333,0.220134,234.166672,0.094774
721,0.0046,0.513333,0.211143,231.833344,0.114638
722,0.0066,2.3515,1.092029,163.166672,0.163898
723,0.0071,0.5545,0.222079,207.833344,0.176891
724,0.0079,0.562167,0.971709,315.5,0.197027
725,0.0056,1.610333,1.163998,204.166672,0.140227
726,0.004,2.395833,0.822504,127.333336,0.099878
727,0.008,2.413833,0.86798,107,0.199599
728,0.0069,0.540167,0.95226,420.5,0.17309
729,0.0072,0.615333,0.246222,188.666672,0.181082
730,0.0068,0.490833,0.298994,277.5,0.168875
731,0.0076,2.747,0.096121,126.333336,0.190053
732,0.0042,0.934,0.894087,195.166672,0.106064
733,0.0065,2.333333,1.083033,158,0.16321
734,0.0071,2.018667,1.24282,159.666672,0.176468
735,0.0108,2.294667,1.06746,197.666672,0.269719
736,0.0046,0.2865,0.250499,401.333344,0.115603
737,0.0103,1.408833,0.973418,108.166672,0.257671
738,0.0068,2.011167,1.225585,148.333344,0.169075
739,0.0093,2.0175,1.20233,150.5,0.231924
740,0.0061,1.658667,1.268315,175.833344,0.152627
741,0.005,1.788667,1.121125,97.666672,0.125161
742,0.0041,0.4695,0.286222,270,0.102275
743,0.0046,2.778667,0.070196,103.166672,0.114256
744,0.0082,2.180833,1.038271,70.833336,0.205703
745,0.0094,1.9835,1.190146,164.666672,0.233891
746,0.0072,0.209167,0.279281,400.666687,0.180187
747,0.0075,1.326167,1.094064,158.166672,0.188111
748,0.0045,0.310833,0.297199,223.833344,0.111872
749,0.0046,0.586333,0.226693,215.666672,0.115702
750,0.0083,2.768667,0.05294,76.333336,0.207429
751,0.0048,0.944167,0.882421,188,0.121014
752,0.0031,1.258833,1.150149,207.833344,0.078677
753,0.0044,1.6965,1.162435,126.666672,0.110668
754,0.0123,2.496333,0.82478,74.666672,0.306435
755,0.008,2.379833,1.105157,147,0.200278
756,0.0054,1.319833,1.116758,173.166672,0.134561
757,0.0076,0.585,0.234411,195.333344,0.189342
758,0.0052,2.003,1.148845,102.5,0.13048
759,0.0046,2.318333,1.074828,185.666672,0.115378
760,0.0093,0.822,0.95524,259,0.233526
761,0.0124,2.225833,1.030952,156.5,0.3094
762,0.0073,2.7735,0.084585,103.666672,0.183626
763,0.0068,0.304333,0.23753,366.666687,0.170672
764,0.0096,1.321333,1.202969,182.833344,0.24056
765,0.0109,1.071,1.288987,304.666687,0.271308
766,0.0054,2.363,1.098353,158.833344,0.133779
767,0.0063,0.463167,0.241102,281.166687,0.158714
768,0.0074,0.192333,0.230264,397.166687,0.185251
769,0.0049,0.760333,0.052538,125.5,0.123439
770,0.007,0.194167,0.712262,337.833344,0.17624
771,0.015,0.797167,1.032923,99.5,0.375801
772,0.0081,0.519333,0.243925,230.166672,0.203691
773,0.0037,0.557,0.203712,164.5,0.093461
774,0.0042,2.277333,1.056782,192.166672,0.105321
775,0.0089,2.385667,0.819108,125,0.223557
776,0.0062,2.828,0.048555,71.333336,0.155057
777,0.0067,2.807167,0.013703,86.5,0.167791
778,0.0068,0.135,0.387052,388,0.168821
779,0.0073,2.145667,1.072218,73.166672,0.183073
780,0.0073,0.519333,1.673624,176.333344,0.182524
781,0.0073,2.169,1.015011,78,0.183218
782,0.0049,1.364334,1.04438,143.666672,0.122598
783,0.0262,2.368333,1.00408,68.5,0.653892
784,0.0064,2.027833,1.154331,103.166672,0.159604
785,0.0066,-0.525167,2.220726,238.833344,0.165086
786,0.005,0.328333,0.201528,223.166672,0.125952
787,0.0096,2.785,0.064287,95,0.238915
788,0.0083,0.759,0.984517,322.5,0.207069
789,0.0103,0.613167,0.243639,183.833344,0.256872
790,0.0079,2.7255,0.068076,107.166672,0.198625
791,0.0059,2.423167,0.891258,105.166672,0.147536
792,0.0067,0.878833,0.698671,190,0.167436
793,0.0182,0.060333,0.941773,324.333344,0.455241
794,0.0107,0.622833,1.310314,263.166687,0.268143
795,0.0054,2.777334,0.04981,98,0.133969
796,0.0156,0.8825,0.873455,219.333344,0.390222
797,0.0077,1.626,1.21084,188,0.193696
798,0.0079,0.551333,0.383484,231.833344,0.196664
799,0.0113,0.400667,0.396934,245.166672,0.282061
800,0.0054,2.040667,1.020356,140.333344,0.134137
801,0.0046,0.616167,0.244932,189.833344,0.114673
802,0.0091,1.575167,1.318959,205.833344,0.22793
803,0.0059,0.279333,0.050855,92,0.147157
804,0.0061,2.448667,0.820162,99,0.152358
805,0.0049,1.251667,1.16732,216.333344,0.123235
806,0.0055,2.831833,0.041696,73.833336,0.136895
807,0.0063,2.698,0.070433,119.666672,0.157836
808,0.0054,0.860333,0.955495,256.833344,0.135472
809,0.0057,2.755,0.034676,120.333336,0.143248
810,0.0073,1.582833,1.175039,188,0.181437
811,0.0064,2.4845,0.866277,80.5,0.160601
812,0.0078,0.798833,0.074279,70.166672,0.195579
813,0.0053,0.3485,0.344752,254,0.13366
814,0.011,1.328,1.111271,109.333336,0.275789
815,0.008,0.3415,0.359397,320.333344,0.201053
816,0.0109,1.215667,1.253178,230.333344,0.273661
817,0.0081,1.564833,1.361398,238,0.203191
818,0.0069,0.580833,1.25977,280.166687,0.171679
819,0.0096,1.257333,1.194021,167.166672,0.240511
820,0.0058,2.767167,0.060625,88,0.143791
821,0.0064,2.333,1.081928,162.166672,0.160871
822,0.0125,0.7825,1.044244,259.666687,0.312749
823,0.0191,0.890167,0.833008,109.833336,0.477553
824,0.0042,1.856167,1.188242,231.833344,0.10415
825,0.005,1.521333,1.341578,199.833344,0.124101
826,0.0083,0.354167,0.254034,353.333344,0.207283
827,0.0075,0.190333,0.05472,237.166672,0.186635
828,0.0071,0.976,0.924405,186.5,0.177246
829,0.0074,2.185,0.917673,148.166672,0.184502
830,0.0043,2.069167,1.019346,112.333336,0.106383
831,0.0091,0.230833,1.322021,181.833344,0.228669
832,0.0078,0.789167,1.323969,143.5,0.194941
833,0.0073,2.456,0.80614,105,0.181741
834,0.0095,2.452833,0.793021,95.166672,0.237297
835,0.0069,1.0985,1.323351,122.166672,0.173636
836,0.0078,0.626,1.051218,198.166672,0.19608
837,0.0071,1.013833,0.925786,164.5,0.177325
838,0.0091,0.966167,0.862027,187.666672,0.228223
839,0.0087,0.376667,1.659907,162.5,0.217398
840,0.0072,0.533833,0.322738,250.666672,0.179
841,0.0069,0.638167,0.2545,212,0.172894
842,0.0096,0.48,0.285743,221.333344,0.239219
843,0.008,0.374667,0.238463,156.833344,0.200306
844,0.0083,0.306833,0.333756,387.166687,0.208482
845,0.0075,1.739167,1.177339,101,0.187788
846,0.0053,0.618167,0.312433,182.166672,0.133071
847,0.0062,0.9265,1.347258,279,0.155731
848,0.0098,0.6645,1.04907,379.666687,0.243859
849,0.0051,2.65,0.02352,159.833344,0.126394
850,0.0109,2.361667,1.096205,155.333344,0.271923
851,0.0067,1.110667,1.289254,313.833344,0.168457
852,0.0095,0.4445,1.19249,385.333344,0.237792
853,0.007,1.9135,1.385372,226.666672,0.173908
854,0.0051,0.7715,0.058487,103.666672,0.127899
855,0.0044,2.2855,1.05959,192.333344,0.109859
856,0.0046,1.306333,1.109424,196.5,0.113837
857,0.0124,2.311833,1.021465,129.666672,0.310062
858,0.0102,0.271667,0.245261,415.666687,0.254289
859,0.0062,0.973833,0.89636,193.333344,0.155829
860,0.0072,0.654,0.200358,148.666672,0.179467
861,0.0047,2.277667,1.056159,204.833344,0.117022
862,0.0083,2.342167,1.086983,165.833344,0.208305
863,0.0051,1.9445,1.186944,198.333344,0.127954
864,0.004,2.790833,0.032462,89.5,0.100601
865,0.0451,2.653667,0.1686,135.666672,1.128369
866,0.0065,0.205833,0.853511,232.5,0.163327
867,0.0044,1.976833,1.053787,144.833344,0.109929
868,0.0064,0.694,0.955348,138.5,0.160784
869,0.0059,2.3735,0.850439,143.166672,0.148095
870,0.0047,2.781833,0.062499,111.666672,0.116853
871,0.0065,1.2455,1.079114,235.833344,0.163391
872,0.0053,2.71,0.029482,126,0.132471
873,0.0059,0.779,0.048258,107.833336,0.146943
874,0.011,0.562,1.436393,306.666687,0.275901
875,0.0068,2.458667,0.825179,95.833336,0.171037
876,0.0085,0.522333,0.362437,246.166672,0.213226
877,0.0053,0.630167,0.184599,132.333344,0.13337
878,0.0198,0.7135,0.09511,120.666672,0.494709
879,0.0089,0.308833,0.284985,391.833344,0.222046
880,0.029,0.733,1.00955,96.666672,0.725198
881,0.0071,1.817,1.311417,271.666687,0.177887
882,0.0085,0.416,2.023008,159,0.213183
883,0.0083,1.047333,1.451509,224,0.208158
884,0.0061,0.455833,0.276712,287,0.153496
885,0.0084,1.923667,1.199976,191.5,0.210509
886,0.0042,2.047833,1.009932,127.833336,0.104967
